year,make,model,price,mileage,color,url,body_type
2026,Subaru,Outback,"$55,090.30",90,deep,https://www.carpages.ca/new-cars/british-columbia/vancouver/2026-subaru-outback-13267145/,Hatchback
2026,Subaru,Outback,"$55,307.25",90,black,https://www.carpages.ca/new-cars/british-columbia/vancouver/2026-subaru-outback-13267142/,Hatchback
2025,Subaru,Outback,"$39,899",30978,gray,https://www.carpages.ca/used-cars/british-columbia/vancouver/2025-subaru-outback-13267127/,Hatchback
2018,Chevrolet,Spark,"$12,995",126221,white,https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2018-chevrolet-spark-13266344/,Hatchback
2026,Volkswagen,Golf,"$44,072.50",25,black,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2026-volkswagen-golf-13265522/,Hatchback
2026,Volkswagen,Golf,"$60,772.50",25,black,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2026-volkswagen-golf-13265519/,Hatchback
2026,Volkswagen,Golf,"$41,322.50",25,gray,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2026-volkswagen-golf-13265516/,Hatchback
2026,Subaru,Outback,"$55,090.30",90,gray,https://www.carpages.ca/new-cars/british-columbia/vancouver/2026-subaru-outback-13264292/,Hatchback
2026,Mercedes-Benz,E-Class,"$146,895",90,black,https://www.carpages.ca/new-cars/british-columbia/vancouver/2026-mercedes-benz-e-class-13262882/,Hatchback
2018,Mazda,MAZDA3,"$11,000",66393,Other,https://www.carpages.ca/used-cars/newfoundland-and-labrador/gander/2018-mazda-mazda3-13262453/,Hatchback
2014,Kia,Soul,"$5,999",195885,Other,https://www.carpages.ca/used-cars/ontario/st-thomas/2014-kia-soul-13259933/,Hatchback
2023,Tesla,Model,"$40,999",49435,white,https://www.carpages.ca/used-cars/british-columbia/richmond/2023-tesla-model-y-13259651/,Hatchback
2026,Volvo,V60,"$67,125",100,forest,https://www.carpages.ca/new-cars/nova-scotia/halifax/2026-volvo-v60-13259027/,Hatchback
2018,Subaru,Impreza,"$16,995",94759,black,https://www.carpages.ca/used-cars/new-brunswick/dieppe/2018-subaru-impreza-13259006/,Hatchback
2018,Honda,Civic,"$17,988",112500,Other,https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2018-honda-civic-13258205/,Hatchback
2016,Kia,Soul,"$9,998",116000,brown,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2016-kia-soul-13257188/,Hatchback
2018,Toyota,Corolla,"$15,995",140742,white,https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2018-toyota-corolla-13237961/,Hatchback
2011,Mercedes-Benz,R350,"$4,999",179500,gray,https://www.carpages.ca/used-cars/ontario/mississauga/2011-mercedes-benz-r350-13237202/,Hatchback
2019,Honda,Fit,"$22,905",50402,gray,https://www.carpages.ca/used-cars/ontario/ottawa/2019-honda-fit-13236503/,Hatchback
2024,Polestar,2,"$29,998",81848,blue,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2024-polestar-2-13236365/,Hatchback
2017,Nissan,Versa,"$9,999",142005,red,https://www.carpages.ca/used-cars/ontario/sarnia/2017-nissan-versa-13217105/,Hatchback
2026,Subaru,Outback,"$55,090.30",90,gray,https://www.carpages.ca/new-cars/british-columbia/vancouver/2026-subaru-outback-13216220/,Hatchback
2021,Toyota,Corolla,"$20,999",118086,galactic,https://www.carpages.ca/used-cars/british-columbia/richmond/2021-toyota-corolla-13216157/,Hatchback
2025,Mazda,MAZDA3,"$35,865",25,champagne,https://www.carpages.ca/new-cars/ontario/owen-sound/2025-mazda-mazda3-13215932/,Hatchback
2025,Volkswagen,Golf,"$51,999",147,black,https://www.carpages.ca/used-cars/ontario/sarnia/2025-volkswagen-golf-13211546/,Hatchback
2018,Honda,Civic,"$16,424",154944,black,https://www.carpages.ca/used-cars/prince-edward-island/summerside/2018-honda-civic-13209629/,Hatchback
2012,Kia,Rondo,"$10,995",159253,gray,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2012-kia-rondo-13208327/,Hatchback
2016,Volkswagen,Beetle,"$12,999",127350,Other,https://www.carpages.ca/used-cars/ontario/welland/2016-volkswagen-beetle-13207211/,Hatchback
2019,MINI,Cooper,"$21,391",63727,Other,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-mini-cooper-13206860/,Hatchback
2026,Subaru,Outback,"$52,090.30",90,deep,https://www.carpages.ca/new-cars/british-columbia/vancouver/2026-subaru-outback-13205303/,Hatchback
